CURRENT_ICD10_LIST,SNOMED_CONCEPT_NAME,SNOMED_CONCEPT_ID,CURATE_METHOD
E11.3511,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3522,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3542,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3539,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3552,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.35,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3599,H54.10,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.359,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3513,H54.0X55,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3529,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3539,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3549,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3523,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3549,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3531,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3512,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3553,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3551,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3559,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3553,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3559,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3552,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3551,E11.65,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3552,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3553,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
E11.3551,E11.65,Z79.4,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),1501000119109,Database
T68.XXXD,Shock (disorder),27942005,Database
O03.81,Shock (disorder),27942005,Database
O03.31,Shock (disorder),27942005,Database
R57.9,Shock (disorder),27942005,Database
T80.89XD,Shock (disorder),27942005,Database
R57.0,Shock (disorder),27942005,Database
T81.10XD,Shock (disorder),27942005,Database
T81.10XS,Shock (disorder),27942005,Database
T81.10XA,Shock (disorder),27942005,Database
T80.89XA,Shock (disorder),27942005,Database
O08.3,Shock (disorder),27942005,Database
R57.8,Shock (disorder),27942005,Database
T68.XXXA,Shock (disorder),27942005,Database
T68.XXXS,Shock (disorder),27942005,Database
T80.89XS,Shock (disorder),27942005,Database
T26.41XS,Full thickness burn (disorder),403192003,Database
T26.40XD,Full thickness burn (disorder),403192003,Database
T31.99,Full thickness burn (disorder),403192003,Database
T31.96,Full thickness burn (disorder),403192003,Database
T31.94,Full thickness burn (disorder),403192003,Database
T31.97,Full thickness burn (disorder),403192003,Database
T31.98,Full thickness burn (disorder),403192003,Database
T31.93,Full thickness burn (disorder),403192003,Database
T31.95,Full thickness burn (disorder),403192003,Database
T31.11,Full thickness burn (disorder),403192003,Database
T21.36XS,Full thickness burn (disorder),403192003,Database
T26.41XA,Full thickness burn (disorder),403192003,Database
T20.34XD,Full thickness burn (disorder),403192003,Database
T25.311S,L08.9,Full thickness burn (disorder),403192003,Database
T26.40XS,Full thickness burn (disorder),403192003,Database
T26.40XA,Full thickness burn (disorder),403192003,Database
T21.36XA,Full thickness burn (disorder),403192003,Database
T31.30,Full thickness burn (disorder),403192003,Database
T31.80,Full thickness burn (disorder),403192003,Database
T31.60,Full thickness burn (disorder),403192003,Database
T30.0,X19.XXXA,Full thickness burn (disorder),403192003,Database
T31.10,Full thickness burn (disorder),403192003,Database
T31.50,Full thickness burn (disorder),403192003,Database
T31.40,Full thickness burn (disorder),403192003,Database
T30.0,Full thickness burn (disorder),403192003,Database
T25.319S,L08.9,Full thickness burn (disorder),403192003,Database
T26.41XD,Full thickness burn (disorder),403192003,Database
T20.34XA,Full thickness burn (disorder),403192003,Database
T25.311A,L08.9,Full thickness burn (disorder),403192003,Database
T25.311D,L08.9,Full thickness burn (disorder),403192003,Database
T25.319A,L08.9,Full thickness burn (disorder),403192003,Database
T21.36XD,Full thickness burn (disorder),403192003,Database
T20.30XA,L08.9,Full thickness burn (disorder),403192003,Database
T31.92,Full thickness burn (disorder),403192003,Database
T31.91,Full thickness burn (disorder),403192003,Database
T30.4,Full thickness burn (disorder),403192003,Database
T24.399A,Full thickness burn (disorder),403192003,Database
T20.34XS,Full thickness burn (disorder),403192003,Database
T31.0,Full thickness burn (disorder),403192003,Database
T25.319D,L08.9,Full thickness burn (disorder),403192003,Database
T31.20,Full thickness burn (disorder),403192003,Database
T32.10,Full thickness burn (disorder),403192003,Database
T32.0,Full thickness burn (disorder),403192003,Database
T32.11,Full thickness burn (disorder),403192003,Database
T31.90,Full thickness burn (disorder),403192003,Database
T31.70,Full thickness burn (disorder),403192003,Database
T31.2,Full thickness burn (disorder),403192003,Database
T31.3,Full thickness burn (disorder),403192003,Database
T31.4,Full thickness burn (disorder),403192003,Database
F79,Intellectual disability (disorder),110359009,Database
Q87.19,Intellectual disability (disorder),110359009,Database
G83.9,F79,H40.9,Intellectual disability (disorder),110359009,Database
F79,Q99.2,Intellectual disability (disorder),110359009,Database
Q87.89,G11.9,F79,R42,Intellectual disability (disorder),110359009,Database
Q87.89,F79,Intellectual disability (disorder),110359009,Database
E03.9,Q69.9,F79,Intellectual disability (disorder),110359009,Database
Q75.0,F79,Q24.9,Intellectual disability (disorder),110359009,Database
F79,E83.09,E78.6,Intellectual disability (disorder),110359009,Database
E34.3,F79,Q15.9,Intellectual disability (disorder),110359009,Database
F79,H18.609,I45.5,R56.00,Intellectual disability (disorder),110359009,Database
F79,Q78.9,H49.20,Intellectual disability (disorder),110359009,Database
F79,R29.898,L81.9,Intellectual disability (disorder),110359009,Database
E72.9,F79,M81.8,E87.2,E34.3,G71.00,Intellectual disability (disorder),110359009,Database
L81.6,F79,L65.9,Intellectual disability (disorder),110359009,Database
E20.9,R62.52,F79,Intellectual disability (disorder),110359009,Database
Q75.0,H02.409,F79,Intellectual disability (disorder),110359009,Database
H35.53,Q04.3,Q89.7,F79,Intellectual disability (disorder),110359009,Database
Q75.3,Q18.9,F79,Intellectual disability (disorder),110359009,Database
F79,F07.0,Intellectual disability (disorder),110359009,Database
F78,Intellectual disability (disorder),110359009,Database
H35.52,F79,Intellectual disability (disorder),110359009,Database
Q87.89,Intellectual disability (disorder),110359009,Database
Q84.2,E34.3,F79,H35.459,Intellectual disability (disorder),110359009,Database
Q87.89,F79,G40.909,Q18.9,Intellectual disability (disorder),110359009,Database
Q68.8,F79,R56.9,Intellectual disability (disorder),110359009,Database
Q73.8,F79,Intellectual disability (disorder),110359009,Database
Q87.89,H35.52,F79,Intellectual disability (disorder),110359009,Database
Q87.89,H49.30,F79,K14.5,Intellectual disability (disorder),110359009,Database
Q24.0,F79,Q11.2,Q35.9,Intellectual disability (disorder),110359009,Database
Q53.9,Q68.1,F79,Intellectual disability (disorder),110359009,Database
Q82.4,F79,Q70.9,Intellectual disability (disorder),110359009,Database
Q87.89,Q04.8,F79,Q25.6,Q43.5,Intellectual disability (disorder),110359009,Database
L68.0,Q78.9,F79,Intellectual disability (disorder),110359009,Database
Q74.1,F79,Intellectual disability (disorder),110359009,Database
Q82.4,F79,Q07.9,Intellectual disability (disorder),110359009,Database
G40.909,F79,Q30.8,Intellectual disability (disorder),110359009,Database
Q87.89,Q68.8,E23.0,F79,Q18.9,Intellectual disability (disorder),110359009,Database
H50.89,F79,Intellectual disability (disorder),110359009,Database
F84.0,Intellectual disability (disorder),110359009,Database
Q24.8,F79,R62.52,Intellectual disability (disorder),110359009,Database
Q02,Q18.9,F79,Intellectual disability (disorder),110359009,Database
F79,R25.8,Q11.2,Intellectual disability (disorder),110359009,Database
F79,G40.909,Intellectual disability (disorder),110359009,Database
F79,Q11.1,Q75.0,Intellectual disability (disorder),110359009,Database
R56.9,F79,Q84.2,Intellectual disability (disorder),110359009,Database
Q04.8,G12.29,F79,Intellectual disability (disorder),110359009,Database
L65.9,H02.409,F79,Intellectual disability (disorder),110359009,Database
Q02,L65.9,F79,R56.9,Intellectual disability (disorder),110359009,Database
G72.9,F79,Q54.9,R62.52,Intellectual disability (disorder),110359009,Database
G40.009,F79,R48.2,Intellectual disability (disorder),110359009,Database
Q84.2,F79,E34.3,H35.459,Intellectual disability (disorder),110359009,Database
L80,N19,Q18.9,F79,Intellectual disability (disorder),110359009,Database
Q02,L65.9,R56.9,F79,Intellectual disability (disorder),110359009,Database
Q03.1,F79,Q75.3,H52.10,Q74.9,Intellectual disability (disorder),110359009,Database
F79,Q65.2,D75.A,Intellectual disability (disorder),110359009,Database
Q87.89,F79,Q02,Q66.89,Q75.9,Intellectual disability (disorder),110359009,Database
Q87.89,G11.4,H90.5,F79,N28.9,Intellectual disability (disorder),110359009,Database
F79,E23.0,Intellectual disability (disorder),110359009,Database
G31.84,Intellectual disability (disorder),110359009,Database
Q87.89,F81.9,Intellectual disability (disorder),110359009,Database
H26.9,R27.0,R62.52,F79,Intellectual disability (disorder),110359009,Database
E85.9,F79,Intellectual disability (disorder),110359009,Database
Q68.1,F79,Q89.9,Intellectual disability (disorder),110359009,Database
Q70.9,H26.9,F79,Intellectual disability (disorder),110359009,Database
Q24.9,Q74.0,F79,Intellectual disability (disorder),110359009,Database
H18.819,H91.90,F79,Intellectual disability (disorder),110359009,Database
H47.619,Q69.9,F79,Intellectual disability (disorder),110359009,Database
Q69.9,F79,Intellectual disability (disorder),110359009,Database
Q11.2,F79,Intellectual disability (disorder),110359009,Database
H02.409,Q13.0,F79,Intellectual disability (disorder),110359009,Database
Q74.0,F79,Intellectual disability (disorder),110359009,Database
Q75.3,R62.52,F79,Q75.8,Intellectual disability (disorder),110359009,Database
Q21.3,F72,R62.50,Intellectual disability (disorder),110359009,Database
H18.509,Q80.9,Q02,F79,Intellectual disability (disorder),110359009,Database
Q75.3,M62.89,F79,Intellectual disability (disorder),110359009,Database
Q87.40,F79,Intellectual disability (disorder),110359009,Database
K74.00,F79,N28.1,Intellectual disability (disorder),110359009,Database
Q89.9,R68.89,F79,Intellectual disability (disorder),110359009,Database
M62.89,Q78.9,F79,Intellectual disability (disorder),110359009,Database
J45.909,Asthma (disorder),195967001,Database
J45.998,Asthma (disorder),195967001,Database
J45.901,Asthma (disorder),195967001,Database
J45.902,Asthma (disorder),195967001,Database
J45.30,Asthma (disorder),195967001,Database
J45.40,Asthma (disorder),195967001,Database
J45.50,Asthma (disorder),195967001,Database
J20.9,J45.909,Asthma (disorder),195967001,Database
J45.51,Asthma (disorder),195967001,Database
J45.32,Asthma (disorder),195967001,Database
J45.31,Asthma (disorder),195967001,Database
J45.41,Asthma (disorder),195967001,Database
J44.9,Asthma (disorder),195967001,Database
J45.20,Asthma (disorder),195967001,Database
J45.22,Asthma (disorder),195967001,Database
J45.42,Asthma (disorder),195967001,Database
J45.52,Asthma (disorder),195967001,Database
J45,Asthma (disorder),195967001,Database
J45.909,J06.9,Asthma (disorder),195967001,Database
J82.83,Asthma (disorder),195967001,Database
O99.511,J45.909,Asthma (disorder),195967001,Database
O99.512,J45.909,Asthma (disorder),195967001,Database
O99.513,J45.909,Asthma (disorder),195967001,Database
J45.909,Z79.52,Asthma (disorder),195967001,Database
O99.519,J45.909,Asthma (disorder),195967001,Database
J45.909,Z91.89,Asthma (disorder),195967001,Database
J45.21,Asthma (disorder),195967001,Database
J45.99,Asthma (disorder),195967001,Database
J45.90,Asthma (disorder),195967001,Database
C78.5,Secondary malignant neoplasm of colon (disorder),94260004,Database
M62.89,Poor muscle tone (finding),398152000,Database
Q75.3,M62.89,F79,Poor muscle tone (finding),398152000,Database
R29.898,Poor muscle tone (finding),398152000,Database
Q75.3,R29.898,Poor muscle tone (finding),398152000,Database
P94.2,Poor muscle tone (finding),398152000,Database
R29.898,H55.01,R27.0,R94.09,Poor muscle tone (finding),398152000,Database
E83.30,Poor muscle tone (finding),398152000,Database
E88.40,E72.20,R29.898,E87.2,Poor muscle tone (finding),398152000,Database
Q87.89,R27.8,Poor muscle tone (finding),398152000,Database
Q18.8,R29.898,K59.00,Poor muscle tone (finding),398152000,Database
F79,R29.898,L81.9,Poor muscle tone (finding),398152000,Database
Q87.89,Poor muscle tone (finding),398152000,Database
K11.20,Excessive salivation (disorder),53827007,Database
O99.619,K11.7,Excessive salivation (disorder),53827007,Database
K11.7,Excessive salivation (disorder),53827007,Database
O99.611,K11.7,Excessive salivation (disorder),53827007,Database
