icd10_code,description,snomed_concept_id,snomed_concept_name
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q54.9,"Hypospadias, unspecified",110359009,Intellectual disability (disorder)
R62.52,Short stature (child),110359009,Intellectual disability (disorder)
G40.009,"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, without status epilepticus",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
R48.2,Apraxia,110359009,Intellectual disability (disorder)
Q84.2,Other congenital malformations of hair,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
E34.3,Short stature due to endocrine disorder,110359009,Intellectual disability (disorder)
H35.459,"Secondary pigmentary degeneration, unspecified eye",110359009,Intellectual disability (disorder)
L80,Vitiligo,110359009,Intellectual disability (disorder)
N19,Unspecified kidney failure,110359009,Intellectual disability (disorder)
Q18.9,"Congenital malformation of face and neck, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q02,Microcephaly,110359009,Intellectual disability (disorder)
L65.9,"Nonscarring hair loss, unspecified",110359009,Intellectual disability (disorder)
R56.9,Unspecified convulsions,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q03.1,Atresia of foramina of Magendie and Luschka,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q75.3,Macrocephaly,110359009,Intellectual disability (disorder)
H52.10,"Myopia, unspecified eye",110359009,Intellectual disability (disorder)
Q74.9,Unspecified congenital malformation of limb(s),110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q65.2,"Congenital dislocation of hip, unspecified",110359009,Intellectual disability (disorder)
D75.A,Glucose-6-phosphate dehydrogenase (G6PD) deficiency without anemia,110359009,Intellectual disability (disorder)
Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q02,Microcephaly,110359009,Intellectual disability (disorder)
Q66.89,Other specified congenital deformities of feet,110359009,Intellectual disability (disorder)
Q75.9,"Congenital malformation of skull and face bones, unspecified",110359009,Intellectual disability (disorder)
Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",110359009,Intellectual disability (disorder)
G11.4,Hereditary spastic paraplegia,110359009,Intellectual disability (disorder)
H90.5,Unspecified sensorineural hearing loss,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
N28.9,"Disorder of kidney and ureter, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
E23.0,Hypopituitarism,110359009,Intellectual disability (disorder)
G31.84,"Mild cognitive impairment, so stated",110359009,Intellectual disability (disorder)
Q87.89,"Other specified congenital malformation syndromes, not elsewhere classified",110359009,Intellectual disability (disorder)
F81.9,"Developmental disorder of scholastic skills, unspecified",110359009,Intellectual disability (disorder)
H26.9,Unspecified cataract,110359009,Intellectual disability (disorder)
R27.0,"Ataxia, unspecified",110359009,Intellectual disability (disorder)
R62.52,Short stature (child),110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
E85.9,"Amyloidosis, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q68.1,Congenital deformity of finger(s) and hand,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q89.9,"Congenital malformation, unspecified",110359009,Intellectual disability (disorder)
Q70.9,"Syndactyly, unspecified",110359009,Intellectual disability (disorder)
H26.9,Unspecified cataract,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q24.9,"Congenital malformation of heart, unspecified",110359009,Intellectual disability (disorder)
Q74.0,"Other congenital malformations of upper limb(s), including shoulder girdle",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
H18.819,"Anesthesia and hypoesthesia of cornea, unspecified eye",110359009,Intellectual disability (disorder)
H91.90,"Unspecified hearing loss, unspecified ear",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
H47.619,"Cortical blindness, unspecified side of brain",110359009,Intellectual disability (disorder)
Q69.9,"Polydactyly, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q69.9,"Polydactyly, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q11.2,Microphthalmos,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
H02.409,Unspecified ptosis of unspecified eyelid,110359009,Intellectual disability (disorder)
Q13.0,Coloboma of iris,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q74.0,"Other congenital malformations of upper limb(s), including shoulder girdle",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q75.3,Macrocephaly,110359009,Intellectual disability (disorder)
R62.52,Short stature (child),110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q75.8,Other specified congenital malformations of skull and face bones,110359009,Intellectual disability (disorder)
Q21.3,Tetralogy of Fallot,110359009,Intellectual disability (disorder)
F72,Severe intellectual disabilities,110359009,Intellectual disability (disorder)
R62.50,Unspecified lack of expected normal physiological development in childhood,110359009,Intellectual disability (disorder)
H18.509,"Unspecified hereditary corneal dystrophies, unspecified eye",110359009,Intellectual disability (disorder)
Q80.9,"Congenital ichthyosis, unspecified",110359009,Intellectual disability (disorder)
Q02,Microcephaly,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q75.3,Macrocephaly,110359009,Intellectual disability (disorder)
M62.89,Other specified disorders of muscle,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
Q87.40,"Marfan's syndrome, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
K74.00,"Hepatic fibrosis, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
N28.1,"Cyst of kidney, acquired",110359009,Intellectual disability (disorder)
Q89.9,"Congenital malformation, unspecified",110359009,Intellectual disability (disorder)
R68.89,Other general symptoms and signs,110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
M62.89,Other specified disorders of muscle,110359009,Intellectual disability (disorder)
Q78.9,"Osteochondrodysplasia, unspecified",110359009,Intellectual disability (disorder)
F79,Unspecified intellectual disabilities,110359009,Intellectual disability (disorder)
J45.909,"Unspecified asthma, uncomplicated",195967001,Asthma (disorder)
J45.998,Other asthma,195967001,Asthma (disorder)
J45.901,Unspecified asthma with (acute) exacerbation,195967001,Asthma (disorder)
J45.902,Unspecified asthma with status asthmaticus,195967001,Asthma (disorder)
J45.30,"Mild persistent asthma, uncomplicated",195967001,Asthma (disorder)
J45.40,"Moderate persistent asthma, uncomplicated",195967001,Asthma (disorder)
J45.50,"Severe persistent asthma, uncomplicated",195967001,Asthma (disorder)
J20.9,"Acute bronchitis, unspecified",195967001,Asthma (disorder)
J45.909,"Unspecified asthma, uncomplicated",195967001,Asthma (disorder)
J45.51,Severe persistent asthma with (acute) exacerbation,195967001,Asthma (disorder)
J45.32,Mild persistent asthma with status asthmaticus,195967001,Asthma (disorder)
J45.31,Mild persistent asthma with (acute) exacerbation,195967001,Asthma (disorder)
J45.41,Moderate persistent asthma with (acute) exacerbation,195967001,Asthma (disorder)
J44.9,"Chronic obstructive pulmonary disease, unspecified",195967001,Asthma (disorder)
J45.20,"Mild intermittent asthma, uncomplicated",195967001,Asthma (disorder)
J45.22,Mild intermittent asthma with status asthmaticus,195967001,Asthma (disorder)
J45.42,Moderate persistent asthma with status asthmaticus,195967001,Asthma (disorder)
J45.52,Severe persistent asthma with status asthmaticus,195967001,Asthma (disorder)
J45,Asthma,195967001,Asthma (disorder)
J45.909,"Unspecified asthma, uncomplicated",195967001,Asthma (disorder)
J06.9,"Acute upper respiratory infection, unspecified",195967001,Asthma (disorder)
J82.83,Eosinophilic asthma,195967001,Asthma (disorder)
O99.511,"Diseases of the respiratory system complicating pregnancy, first trimester",195967001,Asthma (disorder)
J45.909,"Unspecified asthma, uncomplicated",195967001,Asthma (disorder)
O99.512,"Diseases of the respiratory system complicating pregnancy, second trimester",195967001,Asthma (disorder)
J45.909,"Unspecified asthma, uncomplicated",195967001,Asthma (disorder)
O99.513,"Diseases of the respiratory system complicating pregnancy, third trimester",195967001,Asthma (disorder)
J45.909,"Unspecified asthma, uncomplicated",195967001,Asthma (disorder)
J45.909,"Unspecified asthma, uncomplicated",195967001,Asthma (disorder)
Z79.52,Long term (current) use of systemic steroids,195967001,Asthma (disorder)
O99.519,"Diseases of the respiratory system complicating pregnancy, unspecified trimester",195967001,Asthma (disorder)
J45.909,"Unspecified asthma, uncomplicated",195967001,Asthma (disorder)
J45.909,"Unspecified asthma, uncomplicated",195967001,Asthma (disorder)
Z91.89,"Other specified personal risk factors, not elsewhere classified",195967001,Asthma (disorder)
J45.21,Mild intermittent asthma with (acute) exacerbation,195967001,Asthma (disorder)
J45.99,Other asthma,195967001,Asthma (disorder)
J45.90,Unspecified asthma,195967001,Asthma (disorder)
C78.5,Secondary malignant neoplasm of large intestine and rectum,94260004,Secondary malignant neoplasm of colon (disorder)
M62.89,Other specified disorders of muscle,398152000,Poor muscle tone (finding)
Q75.3,Macrocephaly,398152000,Poor muscle tone (finding)
M62.89,Other specified disorders of muscle,398152000,Poor muscle tone (finding)
F79,Unspecified intellectual disabilities,398152000,Poor muscle tone (finding)
R29.898,Other symptoms and signs involving the musculoskeletal system,398152000,Poor muscle tone (finding)
Q75.3,Macrocephaly,398152000,Poor muscle tone (finding)
R29.898,Other symptoms and signs involving the musculoskeletal system,398152000,Poor muscle tone (finding)
P94.2,Congenital hypotonia,398152000,Poor muscle tone (finding)
R29.898,Other symptoms and signs involving the musculoskeletal system,398152000,Poor muscle tone (finding)
